regime,method,path,bessel_zone_um,feature_diameter_um,peak_fluence_J_cm2,side_to_core_peak_ratio,throughput_or_efficiency,realised_k_r_m_inv,slm2_residual_before_rad,slm2_residual_after_rad,validity_valid
general,holographic,realistic,35.21152574130906,3.8011885919406185,5.275186585530532,0.3055755793888441,0.9878907535893802,1603333.3333333333,,,True
general,physical,ideal,113.93709977402183,4.7749999999999995,14.381208136318609,0.5390020664537726,0.950288406121703,1603333.3333333333,1.8138168507664694,0.00712673122363286,True
