case_id,generation_method,first_order_selected_fraction,canonical_zone_um,optics_demag,objective_map_source,k_r_m_inv,slm2_residual_before_rad,slm2_residual_after_rad
ell0_core3_L150,holographic,0.8191428402907399,37.63188411305561,0.008071063517253126,objective_f_eff_over_effective_relay_f,1603333.3333333333,,
ell3_core3_L150,holographic,0.732111295550108,38.01556727371095,0.008071063517253126,objective_f_eff_over_effective_relay_f,1603333.3333333333,,
ell5_core4_L200,holographic,0.5757386138626468,36.33085542056427,0.008071063517253126,objective_f_eff_over_effective_relay_f,1202500.0,,
physical_ell3_core3_L150,physical,0.950288406121703,113.93709977402183,0.008071063517253126,objective_f_eff_over_effective_relay_f,1603333.3333333333,1.8138168507664694,0.00712673122363286
holographic_optimised_ell3_core3_L150,holographic_optimised_carrier,0.9878907535893802,35.21152574130906,0.008071063517253126,objective_f_eff_over_effective_relay_f,1603333.3333333333,,
