run_id,generated_at_utc,source_schema_version,case_id,preset,path,generation_method,model_level,hardware_status,plane_label,coordinate_frame,objective_NA,objective_f_eff_mm,pupil_radius_mm,qa_status,regime,blaze_period_px,configured_filter_radius_lpmm,recommended_filter_radius_lpmm,effective_filter_radius_lpmm,carrier_lpmm,axicon_cone_radius_lpmm,frequency_bin_lpmm,first_order_geometry_valid,first_order_geometry_margin_lpmm
20260603T205637Z,2026-06-03T20:59:17.527027+00:00,1.0.0,general_blaze12,fast,geometry_only,objective_pupil_limited,hardware_route,current_lab_realizable,fourier_filter_plane,fourier_filter_plane_spatial_frequency_lpmm,0.45,4.0,1.8,exploratory,general,12,2.5,2.5,2.5,10.416666666666666,2.059561279829788,0.06103515625,True,7.916666666666666
20260603T205637Z,2026-06-03T20:59:17.527071+00:00,1.0.0,general_blaze20,fast,geometry_only,objective_pupil_limited,hardware_route,current_lab_realizable,fourier_filter_plane,fourier_filter_plane_spatial_frequency_lpmm,0.45,4.0,1.8,exploratory,general,20,2.5,2.5,2.5,6.250000000000001,2.059561279829788,0.06103515625,True,3.750000000000001
20260603T205637Z,2026-06-03T20:59:17.527093+00:00,1.0.0,general_blaze32,fast,geometry_only,objective_pupil_limited,hardware_route,current_lab_realizable,fourier_filter_plane,fourier_filter_plane_spatial_frequency_lpmm,0.45,4.0,1.8,exploratory,general,32,2.5,2.5,2.5,3.90625,2.059561279829788,0.06103515625,True,1.40625
20260603T205637Z,2026-06-03T20:59:17.532909+00:00,1.0.0,limits_blaze12,fast,geometry_only,objective_pupil_limited,hardware_route,current_lab_realizable,fourier_filter_plane,fourier_filter_plane_spatial_frequency_lpmm,0.45,4.0,1.8,exploratory,limits,12,2.5,9.390096071734048,9.390096071734048,10.416666666666666,9.268025759234048,0.06103515625,True,1.0265705949326183
20260603T205637Z,2026-06-03T20:59:17.532947+00:00,1.0.0,limits_blaze20,fast,geometry_only,objective_pupil_limited,hardware_route,diagnostic_only,fourier_filter_plane,fourier_filter_plane_spatial_frequency_lpmm,0.45,4.0,1.8,exploratory,limits,20,2.5,9.390096071734048,5.937500000000001,6.250000000000001,9.268025759234048,0.06103515625,False,-3.140096071734047
20260603T205637Z,2026-06-03T20:59:17.532967+00:00,1.0.0,limits_blaze32,fast,geometry_only,objective_pupil_limited,hardware_route,diagnostic_only,fourier_filter_plane,fourier_filter_plane_spatial_frequency_lpmm,0.45,4.0,1.8,exploratory,limits,32,2.5,9.390096071734048,3.7109375,3.90625,9.268025759234048,0.06103515625,False,-5.483846071734048
