run_id,generated_at_utc,source_schema_version,case_id,preset,path,generation_method,model_level,hardware_status,plane_label,coordinate_frame,objective_NA,objective_f_eff_mm,pupil_radius_mm,first_order_selected_fraction,pupil_clipped_fraction,propagation_power_drift_fraction,propagation_power_label,canonical_zone_um,strict_bessel_region_um,qa_status,regime,route_variant,feature_diameter_um,peak_fluence_J_cm2,side_to_core_peak_ratio,validity_valid
20260603T205637Z,2026-06-03T20:56:56.300081+00:00,1.0.0,general_holographic_ideal,fast,ideal,holographic_axicon,ideal_target,simulation_only,surface_plane,surface_plane_air_um,0.45,4.0,1.8,1.0,0.19789869908361457,0.7063765218019594,fail,116.40626048944806,103.125,exploratory,general,ideal,5.277631578947369,2.6745084199190714,0.4292790742438782,True
20260603T205637Z,2026-06-03T20:56:58.182110+00:00,1.0.0,general_holographic_lab,fast,realistic,holographic_axicon,lab_realistic,current_lab_realizable,surface_plane,surface_plane_air_um,0.45,4.0,1.8,0.732111295550108,0.19789869908361457,0.4031126992938065,fail,38.01556727371095,0.0,exploratory,general,lab,3.270840782177046,4.71838064584986,0.3762627818645029,True
20260603T205637Z,2026-06-03T20:57:00.038876+00:00,1.0.0,limits_holographic_ideal,fast,ideal,holographic_axicon,ideal_target,simulation_only,surface_plane,surface_plane_air_um,0.45,4.0,1.8,1.0,0.19789869908361457,2.22289820397018,fail,114.468843391848,74.99999999999999,exploratory,limits,ideal,3.267105263157895,3.149295287029001,0.47623811360607415,True
20260603T205637Z,2026-06-03T20:57:01.939263+00:00,1.0.0,limits_holographic_lab,fast,realistic,holographic_axicon,lab_realistic,current_lab_realizable,surface_plane,surface_plane_air_um,0.45,4.0,1.8,0.0001643552727780371,0.19789869908361457,0.055528334992891566,marginal,249.74551904527,0.0,exploratory,limits,lab,4.776796586842412,0.6053254983641062,1.0,True
