regime,target_core_diameter_um,target_bessel_length_um,valid,violations,samples_per_feature,samples_per_radial_period,samples_per_axial_zone,output_dx_um,axial_dz_um,configured_filter_radius_lpmm,recommended_filter_radius_lpmm,effective_filter_radius_lpmm,carrier_lpmm,axicon_cone_radius_lpmm,frequency_bin_lpmm,first_order_geometry_valid,first_order_geometry_margin_lpmm
limits,2.0,200.0,True,,7.961127308066081,10.399425806783157,22.222222222222214,0.25122070312500006,9.000000000000002,6.0,15.19805888085405,6.597222222222222,6.944444444444445,15.07598856835405,0.06103515625,False,-8.253614436409606
limits,2.0,400.0,True,,7.961127308066081,10.399425806783157,22.222222222222214,0.25122070312500006,18.000000000000004,6.0,30.2740474492081,6.597222222222222,6.944444444444445,30.1519771367081,0.06103515625,False,-23.329603004763655
limits,2.0,800.0,True,,7.961127308066081,10.399425806783157,22.222222222222214,0.25122070312500006,36.00000000000001,6.0,60.4260245859162,6.597222222222222,6.944444444444445,60.3039542734162,0.06103515625,False,-53.48158014147176
limits,2.5,25.0,True,,9.951409135082601,12.999282258478944,4.166666666666667,0.25122070312500006,5.999999999999999,6.0,6.0,6.0,6.944444444444445,1.206079085468324,0.06103515625,True,0.9444444444444446
limits,2.5,50.0,True,,9.951409135082601,12.999282258478944,8.333333333333334,0.25122070312500006,5.999999999999999,6.0,6.0,6.0,6.944444444444445,2.412158170936648,0.06103515625,True,0.9444444444444446
limits,2.5,100.0,True,,9.951409135082601,12.999282258478944,16.666666666666668,0.25122070312500006,5.999999999999999,6.0,6.0,6.0,6.944444444444445,4.824316341873296,0.06103515625,True,0.9444444444444446
limits,2.5,200.0,True,,9.951409135082601,12.999282258478944,22.222222222222214,0.25122070312500006,9.000000000000002,6.0,9.770702996246593,6.597222222222222,6.944444444444445,9.648632683746593,0.06103515625,False,-2.826258551802148
limits,2.5,400.0,True,,9.951409135082601,12.999282258478944,22.222222222222214,0.25122070312500006,18.000000000000004,6.0,19.419335679993186,6.597222222222222,6.944444444444445,19.297265367493186,0.06103515625,False,-12.474891235548741
limits,2.5,800.0,True,,9.951409135082601,12.999282258478944,22.222222222222214,0.25122070312500006,36.00000000000001,6.0,38.71660104748637,6.597222222222222,6.944444444444445,38.59453073498637,0.06103515625,False,-31.77215660304193
limits,2.8,25.0,True,,11.145578231292514,14.559196129496419,4.166666666666667,0.25122070312500006,5.999999999999999,6.0,6.0,6.0,6.944444444444445,0.9614788627776817,0.06103515625,True,0.9444444444444446
limits,2.8,50.0,True,,11.145578231292514,14.559196129496419,8.333333333333334,0.25122070312500006,5.999999999999999,6.0,6.0,6.0,6.944444444444445,1.9229577255553634,0.06103515625,True,0.9444444444444446
limits,2.8,100.0,True,,11.145578231292514,14.559196129496419,16.666666666666668,0.25122070312500006,5.999999999999999,6.0,6.0,6.0,6.944444444444445,3.8459154511107267,0.06103515625,True,0.9444444444444446
limits,2.8,200.0,True,,11.145578231292514,14.559196129496419,22.222222222222214,0.25122070312500006,9.000000000000002,6.0,7.8139012147214535,6.597222222222222,6.944444444444445,7.6918309022214535,0.06103515625,False,-0.8694567702770089
limits,2.8,400.0,True,,11.145578231292514,14.559196129496419,22.222222222222214,0.25122070312500006,18.000000000000004,6.0,15.505732116942907,6.597222222222222,6.944444444444445,15.383661804442907,0.06103515625,False,-8.561287672498462
limits,2.8,800.0,True,,11.145578231292514,14.559196129496419,22.222222222222214,0.25122070312500006,36.00000000000001,6.0,30.889393921385814,6.597222222222222,6.944444444444445,30.767323608885814,0.06103515625,False,-23.944949476941368
