regime,path,zone_um,feature_um,peak_fluence_J_cm2,contrast,throughput,k_r_m_inv,slm2_before_rad,slm2_after_rad,valid
general,ideal,113.94754279265943,4.7749999999999995,14.674487233503175,0.6027154913506093,0.950288406121703,1603333.3333333333,1.8138168507664694,0.0,True
general,lab,113.93709977402183,4.7749999999999995,14.381208136318609,0.5390020664537726,0.950288406121703,1603333.3333333333,1.8138168507664694,0.00712673122363286,True
limits,ideal,103.83581821371234,3.267105263157895,14.807410462204954,0.10469862718513517,0.8497703610317445,2405000.0,1.8131457810552007,0.0,True
limits,lab,103.82949258031162,3.267105263157895,14.810230617730697,0.1047385157554863,0.8497703610317445,2405000.0,1.8131457810552007,0.007086003907332161,True
