knob,normalised_sensitivity,abs_rank
fill_factor,0.0,0.0
slm_phase_bits,0.0,0.0
target_core_diameter_um,0.1714285714285715,0.1714285714285715
target_bessel_length_um,0.6190476190476187,0.6190476190476187
blaze_period_px,-2.947368421052632,2.947368421052632
