case_id,ell,target_core_um,target_zone_um,current_first_order_selected_fraction,previous_first_order_selected_fraction,current_bessel_zone_um,previous_bessel_zone_um,current_bessel_region_um,current_strict_bessel_region_um,current_feature_power_zone_um,current_radius_stability_zone_um,zone_start_um,zone_end_um,canonical_zone_definition,bessel_region_definition,zone_vs_target_fraction
ell0_core3_L150,0,3.0,150.0,0.8191428402907399,0.00019322995982950567,37.63188411305561,142.65965889894318,37.63188411305561,9.374999999999998,37.49999999999999,65.62500000000001,-81.92984980732443,-44.29796569426882,axial_peak_fwhm,axial_peak_fwhm_canonical,0.2508792274203708
ell3_core3_L150,3,3.0,150.0,0.732111295550108,2.0376625735863307e-06,38.01556727371095,68.13495185371208,38.01556727371095,0.0,9.374999999999998,28.124999999999993,-81.33441081776829,-43.31884354405733,axial_peak_fwhm,axial_peak_fwhm_canonical,0.253437115158073
ell5_core4_L200,5,4.0,200.0,0.5757386138626468,3.076573886752159e-06,36.33085542056427,53.43970892078846,36.33085542056427,0.0,0.0,0.0,-64.31694135586116,-27.98608593529688,axial_peak_fwhm,axial_peak_fwhm_canonical,0.18165427710282134
