method,z_relative_mm,pearson_r_to_target,normalized_rmse_to_target,azimuthal_principal_ring_cv,dark_core_to_ring_mean,centroid_x_um,centroid_y_um
Ideal finite-energy target,-14.0,1.0,0.0,0.026176670478520826,0.0004915084587555211,1.3120307047408892,-0.06116845209411589
Ideal finite-energy target,-13.0,1.0,0.0,0.058788080316728844,0.00061218459094166,0.8124496688820483,-0.4390156802116236
Ideal finite-energy target,-12.0,0.9999999999999999,0.0,0.06885320375836619,0.001208791693785409,-1.5108018535437118,-1.0578692657009425
Ideal finite-energy target,-11.0,1.0,0.0,0.09717113069346699,0.002305755961074582,-2.7685966822411014,-1.4270860233031355
Ideal finite-energy target,-10.0,0.9999999999999999,0.0,0.14933723404297447,0.0011108468229098088,0.12608519213948785,-1.0251607694988474
Ideal finite-energy target,-9.0,0.9999999999999999,0.0,0.15017855557204957,0.0013394198177585786,3.302821462540511,-0.26710409483376674
Ideal finite-energy target,-8.0,1.0,0.0,0.16881683640304557,0.003453087279811941,3.964196348965123,0.34780692769215277
Ideal finite-energy target,-7.0,1.0,0.0,0.28474343983641215,0.004141525545624553,0.5573407200941563,0.32666377717205336
Ideal finite-energy target,-6.0,1.0,0.0,0.3327507933883916,0.010915687466461994,-6.743118320251574,0.09715372627874899
Ideal finite-energy target,-5.0,1.0,0.0,0.405303353843298,0.0067112971735432386,-5.587258226397742,0.32995708232867055
Ideal finite-energy target,-4.0,0.9999999999999999,0.0,0.40170413260268756,0.003757342209735341,2.1218547120311486,-0.0182596757272922
Ideal finite-energy target,-3.0,1.0,0.0,0.3868316475010725,0.004207887136200675,4.764112239121422,0.32793466496648205
Ideal finite-energy target,-2.0,1.0,0.0,0.449033529506555,0.017770298678349488,4.838931389281571,0.9153098803433293
Ideal finite-energy target,-1.0,0.9999999999999999,0.0,0.35048400477986486,0.044451602465525826,-3.169622149992201,0.1655715547398423
Ideal finite-energy target,0.0,1.0,0.0,0.47850397622010044,0.07149097587856913,-7.043385977894794,-0.2922974332804214
