run_id,generated_at_utc,source_schema_version,case_id,preset,path,beam_family,model_level,generation_method,hardware_status,qa_status,vector_mode,vector_model,vector_program,vector_method,vector_encoder_hardware,lab_realizable,simulation_only,requires_element,uses_waveplates,uses_two_slm,uses_shared_director_axis,encoded_power_fraction,scalar_reference_case_id,route_note
20260604T150311Z,2026-06-04T15:04:39.673554+00:00,1.0.0,current_lab_case1_sop,fast,vector_hardware_routes,vector,current_lab_approximation,two_slm_same_axis_sop,current_lab_realizable,route_catalogued,sop_encoded_case1,current_lab_case1_sop_encoded,H_shaped_plus_V_reference,method_A_or_B,case1_same_axis_no_waveplates,True,False,none,False,True,True,,,Limited SOP-encoded approximation only; not true radial/azimuthal vector generation.
20260604T150311Z,2026-06-04T15:04:39.673682+00:00,1.0.0,ideal_radial_current_bench_request,fast,vector_hardware_routes,vector,future_hardware_route,qplate_or_vector_converter,future_hardware_required,route_catalogued,radial,future_true_vector_route,true_radial_target,requires_extra_hardware,not_current_bench,False,False,qplate_or_vector_mode_converter,False,False,False,,,"Ideal radial target is useful, but current Case 1 does not implement it."
20260604T150311Z,2026-06-04T15:04:39.673765+00:00,1.0.0,qplate_or_vector_converter_route,fast,vector_hardware_routes,vector,future_hardware_route,qplate_or_vector_converter,future_hardware_required,route_catalogued,radial,future_true_vector_route,polarisation_converter,future_qplate_or_converter,qplate_or_vector_mode_converter,False,False,qplate_or_vector_mode_converter,False,True,False,,,Future route for true vector modes if added and aligned.
20260604T150311Z,2026-06-04T15:04:39.673828+00:00,1.0.0,interferometric_combiner_route,fast,vector_hardware_routes,vector,future_hardware_route,interferometric_vector_combiner,future_hardware_required,route_catalogued,hybrid,future_true_vector_route,independent_axes_recombined,periscope_sagnac_or_common_path,interferometric_combiner,False,False,interferometric_combiner,True,True,False,,,Requires independent polarisation-axis modulation and stable recombination.
20260604T150311Z,2026-06-04T15:04:39.673880+00:00,1.0.0,paper_replica_baliyan_nishchal,fast,vector_hardware_routes,vector,paper_replica,paper_replica_simulation,simulation_only,route_catalogued,paper_replica,paper_replica_baliyan_nishchal,paper_jones_chain,diagnostic_benchmark,paper_qwp_hwp_chain,False,True,waveplate_chain,True,True,False,,,Simulation-only paper-replica diagnostic under current bench assumptions.
