run_id,generated_at_utc,source_schema_version,case_id,preset,path,beam_family,model_level,generation_method,hardware_status,qa_status,vector_mode,vector_model,vector_program,vector_method,vector_encoder_hardware,lab_realizable,simulation_only,requires_element,uses_waveplates,uses_two_slm,uses_shared_director_axis,encoded_power_fraction,scalar_reference_case_id,ell,target_core_diameter_um,vortex_main_ring_diameter_um,canonical_zone_um,strict_bessel_region_um,propagation_power_drift_fraction,propagation_power_label,hardware_note,total_power_au,phase1r_quantitative_status,phase1r_quantitative_valid,phase1r_case_uid,phase1r_evidence_path
20260604T150311Z,2026-06-04T15:04:15.267937+00:00,1.0.0,current_lab_case1_sop_method_b,fast,vector_ideal_vs_lab_case1,vector,current_lab_approximation,two_slm_same_axis_sop,current_lab_realizable,exploratory,sop_encoded_case1,current_lab_case1_sop_encoded,achievable_sop,method_B_complex_amplitude_proxy,case1_same_axis_no_waveplates,True,False,none,False,True,True,0.06335911857210569,vector_scalar_reference_ell1,1,3.0,3.87617638176981,51.83811005381928,33.33333333333333,1.1210326024895458,fail,Case-1 achievable class: H is shaped and V is the fixed reference.,4.2467328e-09,invalid_unconverged,false,HDR-d88d6536c3c9,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
