run_id,generated_at_utc,source_schema_version,case_id,preset,path,beam_family,model_level,generation_method,hardware_status,qa_status,vector_mode,vector_model,vector_program,vector_method,vector_encoder_hardware,lab_realizable,simulation_only,requires_element,uses_waveplates,uses_two_slm,uses_shared_director_axis,encoded_power_fraction,scalar_reference_case_id,ell,target_core_diameter_um,vortex_main_ring_diameter_um,retained_power_fraction,peak_intensity_au,ring_radius_um,petal_count_0deg,petal_count_45deg,mean_abs_S3_over_S0_roi,max_abs_S3_over_S0_roi,total_power_au,orientation_rms_error_rad
20260604T150311Z,2026-06-04T15:03:56.207841+00:00,1.0.0,scalar_reference_ell1,fast,vector_theory_atlas,scalar_reference,scalar_reference,scalar_reference,current_lab_realizable,exploratory,scalar_reference,scalar_sas_with_jones_overlay,scalar_reference,not_applicable,scalar_holographic_reference,True,False,none,False,False,False,,,1,3.0,3.87617638176981,1.0,0.3374547850066713,,,,,,,
20260604T150311Z,2026-06-04T15:03:56.313107+00:00,1.0.0,ideal_radial_ell1,fast,vector_theory_atlas,vector,ideal_target,qplate_or_vector_converter,future_hardware_required,exploratory,radial,ideal_jones_target,ideal_cylindrical_jones_basis,analytic_reference,not_current_bench,False,False,qplate_or_vector_mode_converter,False,False,False,,,1,3.0,3.87617638176981,,,1.938088190884905,2.0,2.0,1.4648994453553404e-17,4.113807243627681e-17,2.269967622619703e-11,0.9147935722191158
20260604T150311Z,2026-06-04T15:03:56.425053+00:00,1.0.0,ideal_azimuthal_ell1,fast,vector_theory_atlas,vector,ideal_target,qplate_or_vector_converter,future_hardware_required,exploratory,azimuthal,ideal_jones_target,ideal_cylindrical_jones_basis,analytic_reference,not_current_bench,False,False,qplate_or_vector_mode_converter,False,False,False,,,1,3.0,3.87617638176981,,,1.938088190884905,2.0,2.0,1.4648994453553404e-17,4.113807243627681e-17,2.269967622619703e-11,0.9147935722191158
20260604T150311Z,2026-06-04T15:03:56.425207+00:00,1.0.0,ideal_hybrid_ell1,fast,vector_theory_atlas,vector,ideal_target,qplate_or_vector_converter,future_hardware_required,exploratory,hybrid,ideal_jones_target,hybrid_reference_placeholder,analytic_reference,not_current_bench,False,False,independent_polarisation_axis_modulation,False,False,False,,,1,3.0,3.87617638176981,,,,,,,,,
20260604T150311Z,2026-06-04T15:03:56.520784+00:00,1.0.0,scalar_reference_ell3,fast,vector_theory_atlas,scalar_reference,scalar_reference,scalar_reference,current_lab_realizable,exploratory,scalar_reference,scalar_sas_with_jones_overlay,scalar_reference,not_applicable,scalar_holographic_reference,True,False,none,False,False,False,,,3,3.0,8.844608297285323,1.0,0.18552770985030032,,,,,,,
20260604T150311Z,2026-06-04T15:03:56.649912+00:00,1.0.0,ideal_radial_ell3,fast,vector_theory_atlas,vector,ideal_target,qplate_or_vector_converter,future_hardware_required,exploratory,radial,ideal_jones_target,ideal_cylindrical_jones_basis,analytic_reference,not_current_bench,False,False,qplate_or_vector_mode_converter,False,False,False,,,3,3.0,8.844608297285323,,,4.422304148642661,6.0,6.0,1.3141786348984736e-17,5.2678776606199743e-17,2.2403449377782658e-11,0.9027912767772363
20260604T150311Z,2026-06-04T15:03:56.780598+00:00,1.0.0,ideal_azimuthal_ell3,fast,vector_theory_atlas,vector,ideal_target,qplate_or_vector_converter,future_hardware_required,exploratory,azimuthal,ideal_jones_target,ideal_cylindrical_jones_basis,analytic_reference,not_current_bench,False,False,qplate_or_vector_mode_converter,False,False,False,,,3,3.0,8.844608297285323,,,4.422304148642661,6.0,6.0,1.3141786348984736e-17,5.2678776606199743e-17,2.2403449377782658e-11,0.9027912767772363
20260604T150311Z,2026-06-04T15:03:56.780679+00:00,1.0.0,ideal_hybrid_ell3,fast,vector_theory_atlas,vector,ideal_target,qplate_or_vector_converter,future_hardware_required,exploratory,hybrid,ideal_jones_target,hybrid_reference_placeholder,analytic_reference,not_current_bench,False,False,independent_polarisation_axis_modulation,False,False,False,,,3,3.0,8.844608297285323,,,,,,,,,
