case_id,ell,target_core_diameter_um,target_bessel_length_um,material,threshold_J_cm2,input_energy_uJ,pulse_energy_at_sample_uJ,gamma_slm_deg,ring_radius_um,ring_width_um,xy_threshold_equivalent_diameter_um,xy_threshold_wall_thickness_um,annular_modified_ring_radius_um,annular_wall_thickness_um,azimuthal_uniformity,xz_threshold_length_um,bessel_zone_um,written_feature_to_bessel_zone_ratio,tgv_taper_fraction,side_to_core_peak_ratio,hardware_reachable,qa_status,measured_feature_diameter_um,measured_feature_length_um,measured_ring_wall_thickness_um,measured_uniformity_note,microscope_image_path
ell0_core3_L150,0,3.0,150.0,Cr:ZnSe,0.8029538686943561,10.0,2.6244,0.2428511254567136,0.0,1.4629596828557154,10.568610347019774,5.538546039335914,,,0.6531602265511476,484.49999999999994,93.12500041321927,5.202684540672757,2.0915631131458468,2.28949091247446,True,marginal,,,,,
ell3_core3_L150,3,3.0,150.0,Cr:ZnSe,0.8029538686943561,10.0,2.6244,0.2428511254567136,2.156830601203611,1.361438345298669,10.640596695011649,5.804077910301661,2.9020389551508305,5.804077910301661,0.8098086271414975,216.74999999999994,78.34160190682017,2.766729231013214,0.9097472924187725,0.867117564348707,True,marginal,,,,,
ell5_core4_L200,5,4.0,200.0,Cr:ZnSe,0.8029538686943561,20.0,5.2488,0.18213882128508033,3.4229521567628884,1.5866132273771945,13.395374123200517,6.330913208093718,4.351578029798403,6.330913208093718,0.8400583101782035,254.99999999999997,75.59841357897166,3.3730866552328074,0.6714031971580817,0.35683886314391927,True,marginal,,,,,
