run_id,generated_at_utc,source_schema_version,preset,path,case_id,target_scale_definition,target_core_diameter_um,target_equivalent_l0_core_diameter_um,equivalent_l0_first_zero_radius_um,equivalent_l0_first_zero_diameter_um,vortex_main_ring_radius_um,vortex_main_ring_diameter_um,core_radius_definition,core_hwhm_radius_um,core_hwhm_diameter_um,core_first_zero_radius_um,core_first_zero_diameter_um,feature_radius_um,feature_diameter_um,canonical_zone_um,canonical_zone_start_um,canonical_zone_end_um,strict_bessel_region_um,strict_bessel_region_start_um,strict_bessel_region_end_um,bessel_region_definition,propagation_power_drift_fraction,propagation_power_label,qa_status,ell,target_bessel_length_um,gamma_slm_deg,magnification_to_sample,objective_map_source,waist_matched_design_magnification_to_sample,kr_sample_m_inv,study_kind,focused_plane,beam_medium_n,ring_radius_um,ring_diameter_um,core_radius_um,ring_width_um,peak_in_plane,peak_onaxis,onaxis_to_peak_ratio,pulse_energy_at_sample_uJ,pulse_energy_at_surface_air_uJ,fluence_pulse_energy_uJ,first_order_selected_fraction,first_order_carrier_lpmm,first_order_configured_filter_radius_lpmm,first_order_effective_filter_radius_lpmm,first_order_recommended_filter_radius_lpmm,first_order_axicon_cone_radius_lpmm,first_order_peak_fx_lpmm,first_order_peak_fy_lpmm,first_order_peak_distance_to_carrier_lpmm,first_order_geometry_valid,propagation_method,output_dx_at_peak_um,output_dx_min_um,output_dx_max_um,sas_retained_power_fraction_min,sas_retained_power_fraction_at_peak,sas_z_limit_min_um,sas_z_over_limit_max,sas_output_magnification_at_peak,sas_bandlimit_retained_fraction_min,bessel_zone_um,zone_start_um,zone_end_um,zone_capped,bessel_region_um,bessel_region_start_um,bessel_region_end_um,bessel_region_capped,feature_power_zone_um,feature_power_zone_start_um,feature_power_zone_end_um,feature_power_zone_capped,radius_stability_zone_um,radius_stability_zone_start_um,radius_stability_zone_end_um,radius_stability_zone_capped,bessel_region_peak_level,bessel_region_power_level,bessel_region_radius_tolerance,ring_or_core_power_fraction_min_in_region,ring_or_core_radius_drift_fraction_max_in_region,ring_or_core_radius_drift_fraction_at_peak,strict_bessel_region_capped,canonical_zone_capped,canonical_zone_definition,peak_fluence_J_cm2,core_or_ring_peak_fluence_J_cm2,side_lobe_peak_fluence_J_cm2,side_to_core_peak_ratio,plane_fluence_integral_J,effective_pulses,incubated_threshold_J_cm2,line_proxy_threshold_length_um,line_proxy_threshold_width_um,line_proxy_threshold_area_um2,study,material,write_depth_um,NA,phase_bits,fill_factor,blaze_period_px,beam_radius_on_slm_mm,hardware_reachable,device_grid_label,device_downsample,pupil_N,pupil_dx_um,pupil_window_mm,phase_frequency_lpmm,pupil_nyquist_lpmm,phase_sampling_label,focal_dx_um,focal_kt_nyquist_over_kr,focal_samples_per_radial_period,focal_sampling_label,axial_dz_um,axial_scan_end_um,axial_scan_target_factor,axial_sampling_label,k_medium_m_inv,propagation_power_clipping_note,sas_retained_power_fraction_mean,validity_valid,validity_violations,validity_samples_per_feature,validity_samples_per_radial_period,validity_samples_per_axial_zone,validity_output_dx_um,validity_action,regime,knob,knob_value,interface_corrected,strehl_like_peak_ratio,absolute_half_ideal_zone_um
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z50_uncorrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.8984891126276484,3.796978225255297,33.170447007470244,0.0,33.170447007470244,20.0,6.666666666666666,26.666666666666664,strict_intersection_peak_power_radius,3.6156123740795426e-16,pass,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,1.8984891126276484,3.796978225255297,1.3150574051930202,1.3128644039526296,152381.54837716618,0.8919206708212426,5.85320650905588e-06,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,33.170447007470244,0.0,33.170447007470244,True,20.0,6.666666666666666,26.666666666666664,False,26.666666666666664,0.0,26.666666666666664,True,33.33333333333333,6.666666666666666,40.0,False,0.5,0.5,0.15,0.6645879607793156,0.13333333333333328,0.0,False,True,axial_peak_fwhm,8.575571882212289,8.575571882212289,2.018873679654535,0.2354214631262253,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,50.0,0.45,8,0.93,20,2.0,True,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,22.50000000000004,0.25122070312500006,pass,general,write_depth_um,50.0,False,4.680012840742895,126.66666666666664
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z50_corrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.6329544472755386,3.2659088945510772,47.517722045704055,0.0,47.517722045704055,13.333333333333332,0.0,13.333333333333332,strict_intersection_peak_power_radius,1.8078061870397713e-16,pass,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,1.6329544472755386,3.2659088945510772,1.005818856130371,1.0677921185945074,32560.070573006687,0.7138808812257831,2.192504096774325e-05,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,47.517722045704055,0.0,47.517722045704055,True,13.333333333333332,0.0,13.333333333333332,True,13.333333333333332,0.0,13.333333333333332,True,26.666666666666664,0.0,26.666666666666664,True,0.5,0.5,0.15,0.5801887802812781,0.0,0.0,True,True,axial_peak_fwhm,1.8325968858488577,0.09208075316072079,1.8325968858488577,19.902062297972115,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,50.0,0.45,8,0.93,20,2.0,True,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,22.50000000000004,0.25122070312500006,pass,general,write_depth_um,50.0,True,1.0,46.66666666666666
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z150_uncorrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.8906125984989326,3.781225196997865,65.83621242861075,128.7032262725063,194.53943870111706,20.0,166.66666666666663,186.66666666666663,strict_intersection_peak_power_radius,3.6156123740795426e-16,pass,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,1.8906125984989326,3.781225196997865,1.2765667664764535,1.2721248267620036,126911.12789556809,3.3841990956998758,2.6665897244918083e-05,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,65.83621242861075,128.7032262725063,194.53943870111706,False,20.0,166.66666666666663,186.66666666666663,False,40.0,146.66666666666663,186.66666666666663,False,140.0,166.66666666666663,306.66666666666663,False,0.5,0.5,0.15,0.6727334635731288,0.1333333333333333,0.0,False,False,axial_peak_fwhm,7.142464285233138,7.142464285233138,2.2180434864944454,0.310543168004381,2.6244000000000007e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,150.0,0.45,8,0.93,20,2.0,True,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,22.50000000000004,0.25122070312500006,pass,general,write_depth_um,150.0,False,3.89775346496888,246.66666666666663
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z150_corrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.6329544472755386,3.2659088945510772,47.51772204570405,0.0,47.51772204570405,13.333333333333332,0.0,13.333333333333332,strict_intersection_peak_power_radius,3.6156123740795426e-16,pass,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,1.6329544472755386,3.2659088945510772,1.005818856130371,1.0677921185945074,32560.0705730067,0.7138808812257823,2.192504096774322e-05,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,47.51772204570405,0.0,47.51772204570405,True,13.333333333333332,0.0,13.333333333333332,True,13.333333333333332,0.0,13.333333333333332,True,26.666666666666664,0.0,26.666666666666664,True,0.5,0.5,0.15,0.5801887802812781,0.0,0.0,True,True,axial_peak_fwhm,1.8325968858488577,0.09208075316072079,1.8325968858488577,19.902062297972115,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,150.0,0.45,8,0.93,20,2.0,True,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,22.50000000000004,0.25122070312500006,pass,general,write_depth_um,150.0,True,1.0000000000000004,46.66666666666666
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z300_uncorrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.8939016563035413,3.7878033126070827,104.28092991976386,335.2684888390759,439.5494187588398,30.47619047619047,403.8095238095238,434.2857142857143,strict_intersection_peak_power_radius,3.6156123740795426e-16,pass,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,1.8939016563035413,3.7878033126070827,1.268576368380634,1.248512093118657,92955.23271457967,407.85872917668,0.0043876898294581855,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,104.28092991976386,335.2684888390759,439.5494187588398,False,30.47619047619047,403.8095238095238,434.2857142857143,False,68.57142857142853,365.7142857142857,434.2857142857143,False,137.1428571428571,403.8095238095238,540.952380952381,False,0.5,0.5,0.15,0.5319492616671043,0.13333333333333347,0.0,False,False,axial_peak_fwhm,5.232005795957653,5.232005795957653,3.198637371694034,0.6113596766588757,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,19.687500000000004,0.25122070312500006,pass,general,write_depth_um,300.0,False,2.8548842517449105,259.04761904761904
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z300_corrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.6329544472755386,3.2659088945510772,47.51772204570403,0.0,47.51772204570403,13.333333333333332,0.0,13.333333333333332,strict_intersection_peak_power_radius,1.8078061870397713e-16,pass,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,1.6329544472755386,3.2659088945510772,1.005818856130371,1.0677921185945074,32560.0705730067,0.7138808812257882,2.19250409677434e-05,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,47.51772204570403,0.0,47.51772204570403,True,13.333333333333332,0.0,13.333333333333332,True,13.333333333333332,0.0,13.333333333333332,True,26.666666666666664,0.0,26.666666666666664,True,0.5,0.5,0.15,0.5801887802812781,0.0,0.0,True,True,axial_peak_fwhm,1.8325968858488577,0.09208075316072079,1.8325968858488577,19.902062297972115,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,22.50000000000004,0.25122070312500006,pass,general,write_depth_um,300.0,True,1.0000000000000004,46.66666666666666
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z600_uncorrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,2.3889680473065265,4.777936094613053,136.134052825538,760.7532733934889,896.8873262190269,51.42857142857141,822.8571428571428,874.2857142857142,strict_intersection_peak_power_radius,0.37951285899671,fail,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,2.3889680473065265,4.777936094613053,1.5586750627811488,1.4422834429936766,67141.94227721816,4738.939923524346,0.07058091801929164,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,136.134052825538,760.7532733934889,896.8873262190269,False,51.42857142857141,822.8571428571428,874.2857142857142,False,77.14285714285711,797.1428571428571,874.2857142857142,False,51.42857142857141,822.8571428571428,874.2857142857142,False,0.5,0.5,0.15,0.6038829986167882,0.10526315789473692,0.0,False,False,axial_peak_fwhm,4.1833766389644955,4.160000522398369,2.8929507996588177,0.6954207779740715,2.6244000000000002e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,600.0,0.45,8,0.93,20,2.0,True,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,11.66666666666667,0.25122070312500006,pass,general,write_depth_um,600.0,False,2.0620944947484516,231.42857142857144
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z600_corrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.6329544472755386,3.2659088945510772,47.51772204570405,0.0,47.51772204570405,13.333333333333332,0.0,13.333333333333332,strict_intersection_peak_power_radius,3.6156123740795426e-16,pass,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,1.6329544472755386,3.2659088945510772,1.005818856130371,1.0677921185945074,32560.070573006687,0.7138808812257839,2.1925040967743274e-05,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,47.51772204570405,0.0,47.51772204570405,True,13.333333333333332,0.0,13.333333333333332,True,13.333333333333332,0.0,13.333333333333332,True,26.666666666666664,0.0,26.666666666666664,True,0.5,0.5,0.15,0.5801887802812781,0.0,0.0,True,True,axial_peak_fwhm,1.8325968858488577,0.09208075316072079,1.8325968858488577,19.902062297972115,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,600.0,0.45,8,0.93,20,2.0,True,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,22.50000000000004,0.25122070312500006,pass,general,write_depth_um,600.0,True,1.0,46.66666666666666
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z1000_uncorrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,3.401881582393813,6.803763164787626,136.40125366283877,1286.4950465727327,1422.8963002355713,74.28571428571445,1337.142857142857,1411.4285714285716,strict_intersection_peak_power_radius,0.7938514981660834,fail,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,3.401881582393813,6.803763164787626,2.390995810646225,2.0957309855431734,36237.7835583282,1905.2739719464814,0.05257700071197124,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,136.40125366283877,1286.4950465727327,1422.8963002355713,False,74.28571428571445,1337.142857142857,1411.4285714285716,False,92.85714285714302,1318.5714285714287,1411.4285714285716,False,167.14285714285725,1337.142857142857,1504.2857142857144,False,0.5,0.5,0.15,0.5222274229003734,0.14814814814814822,0.0,False,False,axial_peak_fwhm,4.109990439035631,4.109990439035631,4.037533199798556,0.9823704603911254,2.6244000000000002e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,1000.0000000000001,0.45,8,0.93,20,2.0,False,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,8.076923076923082,0.25122070312500006,pass,general,write_depth_um,1000.0,False,1.1129516281936578,130.00000000000014
20260603T200130Z,2026-06-03T20:21:56.533786+00:00,2.0.0,publication,realistic,z1000_corrected,equivalent_l0_first_zero_diameter,3.0,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.6329544472755386,3.2659088945510772,47.517722045704055,0.0,47.517722045704055,13.333333333333332,0.0,13.333333333333332,strict_intersection_peak_power_radius,3.6156123740795426e-16,pass,marginal,3,150.0,0.2428511254567136,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.008071063517253126,1603333.3333333333,full_source_to_sample,sample_in_medium,2.44,1.6329544472755386,3.2659088945510772,1.005818856130371,1.0677921185945074,32560.070573006687,0.7138808812257842,2.1925040967743284e-05,2.6244,2.7337500000000006,2.6244,1.0,0.0,,0.0,,,,,,True,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,47.517722045704055,0.0,47.517722045704055,True,13.333333333333332,0.0,13.333333333333332,True,13.333333333333332,0.0,13.333333333333332,True,26.666666666666664,0.0,26.666666666666664,True,0.5,0.5,0.15,0.5801887802812781,0.0,0.0,True,True,axial_peak_fwhm,1.8325968858488577,0.09208075316072079,1.8325968858488577,19.902062297972115,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,interface_depth_sweep,Cr:ZnSe,1000.0000000000001,0.45,8,0.93,20,2.0,False,downsampled,2,1024,16.0,16.384,2.059561279829788,31.25,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.666666666666655,600.0,2.6,pass,14898903.935391827,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,11.941690962099123,15.599138710174733,22.50000000000004,0.25122070312500006,pass,general,write_depth_um,1000.0,True,1.0,46.66666666666666
