write_depth_um,predicted_peak_z_um,predicted_zone_start_um,predicted_zone_end_um,predicted_zone_centre_um,first_order_selected_fraction,measured_peak_z_um,depth_residual_um,has_measured_depth,audit_status
50.0,-5.499565719550804,-61.76368644172955,52.804410223488475,-5.499565719550771,7.854422489784019e-06,,,False,prediction_only
150.0,-5.499565719550804,-61.76368644172955,52.804410223488475,-5.499565719550771,7.854422489784019e-06,,,False,prediction_only
300.0,-5.499565719550804,-45.07310050901499,48.76979334825351,-5.499565719550771,7.854422489784019e-06,,,False,prediction_only
600.0,-0.38251703978603707,-53.85767277768287,43.16047411982947,-0.382517039785888,7.854422489784019e-06,,,False,prediction_only
