run_id,generated_at_utc,source_schema_version,case_id,preset,path,beam_family,model_level,generation_method,hardware_status,qa_status,vector_mode,vector_model,vector_program,vector_method,vector_encoder_hardware,lab_realizable,simulation_only,requires_element,uses_waveplates,uses_two_slm,uses_shared_director_axis,encoded_power_fraction,scalar_reference_case_id,ell,target_core_diameter_um,vortex_main_ring_diameter_um,canonical_zone_um,strict_bessel_region_um,propagation_power_drift_fraction,propagation_power_label,hardware_note,total_power_au,mapping_mode,objective_map_source,objective_map_demag,mapping_claim_scope,hardware_target_achieved,phase1r_metadata_reexport,phase1r_quantitative_status,phase1r_quantitative_valid,phase1r_case_uid,phase1r_evidence_path
20260604T150311Z,2026-06-04T15:04:15.268020+00:00,1.0.0,paper_replica_radial_diagnostic_ell1,fast,vector_ideal_vs_lab_case1,vector,paper_replica,paper_replica_simulation,simulation_only,exploratory,paper_replica,paper_replica_baliyan_nishchal,radial,paper_jones_chain,paper_qwp_hwp_chain,False,True,waveplate_chain,True,True,False,,vector_scalar_reference_ell1,1,3.0,3.87617638176981,51.83811005381928,33.33333333333333,1.1210326024895458,fail,,2.269967622619703e-11,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-33b9a5b8a1ac,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
