ell,target_core_diameter_um,target_bessel_length_um,gamma_slm_deg,magnification_to_sample,kr_sample_m_inv,ring_radius_um,core_radius_um,feature_diameter_um,ring_width_um,peak_in_plane,peak_onaxis,onaxis_to_peak_ratio,pulse_energy_at_sample_uJ,first_order_selected_fraction,propagation_method,output_dx_at_peak_um,output_dx_min_um,output_dx_max_um,sas_retained_power_fraction_min,sas_retained_power_fraction_at_peak,sas_z_limit_min_um,sas_z_over_limit_max,sas_output_magnification_at_peak,sas_bandlimit_retained_fraction_min,bessel_zone_um,zone_start_um,zone_end_um,zone_capped,bessel_region_um,bessel_region_start_um,bessel_region_end_um,bessel_region_capped,feature_power_zone_um,feature_power_zone_start_um,feature_power_zone_end_um,feature_power_zone_capped,radius_stability_zone_um,radius_stability_zone_start_um,radius_stability_zone_end_um,radius_stability_zone_capped,bessel_region_peak_level,bessel_region_power_level,bessel_region_radius_tolerance,ring_or_core_power_fraction_min_in_region,ring_or_core_radius_drift_fraction_max_in_region,ring_or_core_radius_drift_fraction_at_peak,peak_fluence_J_cm2,core_or_ring_peak_fluence_J_cm2,side_lobe_peak_fluence_J_cm2,side_to_core_peak_ratio,plane_fluence_integral_J,effective_pulses,incubated_threshold_J_cm2,line_proxy_threshold_length_um,line_proxy_threshold_width_um,line_proxy_threshold_area_um2,study,case_id,path,material,write_depth_um,NA,phase_bits,fill_factor,blaze_period_px,beam_radius_on_slm_mm,hardware_reachable,qa_status,device_grid_label,device_downsample,pupil_N,pupil_dx_um,pupil_window_mm,phase_frequency_lpmm,pupil_nyquist_lpmm,phase_sampling_label,focal_dx_um,focal_kt_nyquist_over_kr,focal_samples_per_radial_period,focal_sampling_label,axial_dz_um,axial_scan_end_um,axial_scan_target_factor,axial_sampling_label,k_medium_m_inv,propagation_power_drift_fraction,sas_retained_power_fraction_mean,knob,knob_value,normalised_bessel_region_sensitivity,normalised_zone_sensitivity,mapping_mode,objective_map_source,objective_map_demag,mapping_claim_scope,hardware_target_achieved,phase1r_metadata_reexport,phase1r_quantitative_status,phase1r_quantitative_valid,phase1r_case_uid,phase1r_evidence_path
3,8.0,150.0,0.03415113998532717,0.003026648818969922,601250.0,3.3927631578947373,0.9954984482799262,6.7855263157894745,3.719212153947354,1.7832208279237802,0.9982957801061694,0.5598273441368975,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,49.61977622055836,0.0,49.61977622055836,True,47.25,0.0,47.25,True,67.5,0.0,67.5,True,47.25,0.0,47.25,True,0.5,0.5,0.15,0.8225922225435615,0.1481481481481481,0.0,8.130911029242599,8.130911029242599,1.0822944842652478,0.13310863695012837,2.6244000000000002e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,target_core_diameter_um_8p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,False,marginal,downsampled,4,512,32.0,16.384,6.5396258049760645,15.625,pass,0.25122070312500006,20.79885161356631,41.59770322713263,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.034952548036265886,1.0,target_core_diameter_um,8.0,-0.6581875993640696,-0.6581875993640696,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.003026648818969922,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-48d9579498a9,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,50.0,0.0809508060583611,0.0026903545057510416,1603333.3333333333,1.8848684210526316,1.2287518650732356,3.7697368421052633,1.174699804686885,2.4170202172954225,0.9978435850978574,0.4128403965997505,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,41.765117965418575,0.9513140542348351,42.7164320196534,False,17.999999999999996,12.0,30.0,False,29.999999999999996,6.0,35.99999999999999,False,17.999999999999996,12.0,30.0,False,0.5,0.5,0.15,0.7323994568405918,0.13333333333333341,0.0,13.949624938830762,13.949624938830762,3.7461371446063363,0.2685475173012309,2.6244000000000002e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,target_bessel_length_um_50p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,6.93652042660993,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,5.999999999999999,240.0,1.8,marginal,14898903.935391827,0.04117618479991751,1.0,target_bessel_length_um,50.0,0.8973063122251986,0.8973063122251986,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.0026903545057510416,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-caead57177fd,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,target_bessel_length_um_150p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,target_bessel_length_um,150.0,0.8973063122251986,0.8973063122251986,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,500.00000000000006,0.8094547417619211,0.02690354505751042,1603333.3333333333,2.6388157894736843,1.7856415594173638,5.277631578947369,1.5450613014784662,30.752009961947245,0.999978412799879,0.03251749768672875,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,410.88668373610307,79.9685874038299,490.855271139933,False,382.50000000000006,90.00000000000001,472.50000000000006,False,382.50000000000006,90.00000000000001,472.50000000000006,False,607.5000000000001,45.00000000000001,652.5000000000001,False,0.5,0.5,0.15,0.5387805968420555,0.0,0.0,2.0890227254441345,2.0890227254441345,0.9251492786880606,0.44286223764816646,2.6244000000000002e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,target_bessel_length_um_500p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,False,marginal,downsampled,4,512,32.0,16.384,13.115204266099296,15.625,marginal,0.25122070312500006,7.799569355087367,15.599138710174733,pass,22.500000000000007,900.0000000000001,1.8,pass,14898903.935391827,1.3730259913505898,1.0,target_bessel_length_um,500.0,0.8973063122251986,0.8973063122251986,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.02690354505751042,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-2853c6961aaf,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,800.0,1.2949931997998403,0.043045672092016665,1603333.3333333333,2.6388157894736843,1.7838495779569339,5.277631578947369,1.539544483334065,52.679684229502264,0.9999915674444886,0.018982489778943325,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,472.83653857806786,135.32232373318627,608.1588623112541,False,431.99999999999994,143.99999999999997,575.9999999999999,False,431.99999999999994,143.99999999999997,575.9999999999999,False,611.9999999999999,35.99999999999999,648.0,False,0.5,0.5,0.15,0.5459675187425566,0.0,0.0,2.028418178391605,2.028418178391605,0.9180077977600786,0.45257324527035897,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,target_bessel_length_um_800p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,False,fail,downsampled,4,512,32.0,16.384,17.23432682575887,15.625,fail,0.25122070312500006,7.799569355087367,15.599138710174733,pass,36.00000000000001,1440.0,1.8,pass,14898903.935391827,2.151151477634537,1.0,target_bessel_length_um,800.0,0.8973063122251986,0.8973063122251986,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.043045672092016665,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-e218b700aae6,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,objective_NA_0p3,ideal,Cr:ZnSe,300.0,0.3,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,objective_NA,0.3,2.2447558935753415e-17,2.2447558935753415e-17,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,objective_NA_0p45,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,objective_NA,0.45,2.2447558935753415e-17,2.2447558935753415e-17,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,objective_NA_0p65,ideal,Cr:ZnSe,300.0,0.65,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,objective_NA,0.65,2.2447558935753415e-17,2.2447558935753415e-17,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,1.8944120860281983,1.2900816532377903,3.7888241720563967,1.3002406447208816,164760.04870304867,5.0818436830794935,3.084390738581677e-05,2.6244,0.9335116117243349,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,33.18361234166272,0.0,33.18361234166272,True,20.25,6.75,27.0,False,27.0,0.0,27.0,True,33.74999999999999,6.75,40.5,False,0.5,0.5,0.15,0.6692255807654712,0.13333333333333344,0.0,10.22361309690302,10.22361309690302,2.346264359457821,0.22949463533284153,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,write_depth_um_50p0,realistic,Cr:ZnSe,50.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,3.989641621571689e-16,1.0,write_depth_um,50.0,-0.2114054547827226,-0.2114054547827226,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-902857d3c6dc,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.156830601203611,1.491932433534409,4.313661202407222,1.361438345298669,106309.6603436025,10274.282037513189,0.09664485809009053,2.6244,0.9335116117243349,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,78.34160190682017,349.4177847221993,427.7593866290195,False,25.500000000000025,382.49999999999994,407.99999999999994,False,38.249999999999986,369.75,407.99999999999994,False,63.75000000000001,382.49999999999994,446.24999999999994,False,0.5,0.5,0.15,0.7955519638249587,0.1176470588235295,0.0,7.117555083687593,7.027785611497977,6.093916342207015,0.867117564348707,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,write_depth_um_300p0,realistic,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.30701453783520566,1.0,write_depth_um,300.0,-0.2114054547827226,-0.2114054547827226,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,invalid_unconverged,false,HDR-902857d3c6dc,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,3.6429090913367403,0.9972223879742069,7.285818182673481,22.744495483151447,1900.7067215760999,544.7228002610136,0.28658961115753817,2.6244,0.9335116117243349,bl_asm,0.25122070312500006,0.25122070312500006,0.25122070312500006,1.0,1.0,,,,,270.0,0.0,270.0,True,13.49999999999999,74.25,87.75,False,270.0,0.0,270.0,True,13.49999999999999,74.25,87.75,False,0.5,0.5,0.15,0.8268852296006692,0.13793103448275862,0.0,0.9003888955542046,0.5229712509913562,0.9003888955542046,1.7216795260684157,2.6243999999999994e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,write_depth_um_1000p0,realistic,Cr:ZnSe,1000.0000000000001,0.45,8,0.93,20,2.0,False,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.0,1.0,write_depth_um,1000.0,-0.2114054547827226,-0.2114054547827226,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-902857d3c6dc,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,1.04976,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,2.1751419877563998,2.1751419877563998,0.7233349523679414,0.33254608500939375,1.0497600000000003e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,pulse_energy_in_uJ_4p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,pulse_energy_in_uJ,4.0,-3.875009230146836e-17,-3.875009230146836e-17,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,5.2488,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,10.875709938782,10.875709938782,3.6166747618397066,0.33254608500939364,5.2488e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,pulse_energy_in_uJ_20p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,pulse_energy_in_uJ,20.0,-3.875009230146836e-17,-3.875009230146836e-17,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,20.9952,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,43.502839755128,43.502839755128,14.466699047358826,0.33254608500939364,2.09952e-05,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,pulse_energy_in_uJ_80p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,pulse_energy_in_uJ,80.0,-3.875009230146836e-17,-3.875009230146836e-17,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,rep_rate_kHz_100p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,rep_rate_kHz,100.0,2.841885873003867e-16,2.841885873003867e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,600.0,0.718663843280056,0.0,0.0,0.0,oat_sensitivity,rep_rate_kHz_200p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,rep_rate_kHz,200.0,2.841885873003867e-16,2.841885873003867e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,3000.0,0.5555083545819326,0.0,0.0,0.0,oat_sensitivity,rep_rate_kHz_1000p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,rep_rate_kHz,1000.0,2.841885873003867e-16,2.841885873003867e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,2999.9999999999995,0.5555083545819326,0.0,0.0,0.0,oat_sensitivity,scan_speed_mm_s_0p1,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,scan_speed_mm_s,0.1,1.7510053760490218e-16,1.7510053760490218e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,300.0,0.8029538686943561,0.0,0.0,0.0,oat_sensitivity,scan_speed_mm_s_1p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,scan_speed_mm_s,1.0,1.7510053760490218e-16,1.7510053760490218e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
3,3.0,150.0,0.2428511254567136,0.008071063517253126,1603333.3333333333,2.3874999999999997,1.7207290062350473,4.7749999999999995,1.5257646650538292,8.45326490049339,0.9997601683961199,0.11826911615389778,2.6244,1.0,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,127.83550224635343,17.492473997238562,145.327976243592,False,114.75,27.0,141.75,False,114.75,27.0,141.75,False,249.75000000000003,20.25,270.0,True,0.5,0.5,0.15,0.5261034620381961,0.10526315789473702,0.0,5.437854969391,5.437854969391,1.8083373809198533,0.33254608500939364,2.6244e-06,30.0,1.1606214558851258,0.0,0.0,0.0,oat_sensitivity,scan_speed_mm_s_10p0,ideal,Cr:ZnSe,300.0,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,8.30956127982979,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,14898903.935391827,0.005891398052292213,1.0,scan_speed_mm_s,10.0,1.7510053760490218e-16,1.7510053760490218e-16,target_matched_inverse_design,compute_design_from_targets:w0_sample/beam_radius_on_slm,0.008071063517253126,inverse_design_feasibility,false,true,validated_under_phase1_power_gate,true,HDR-47643bfe5cf5,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
