case_id,ell,gamma_slm_deg,ring_radius_um,ring_width_um,bessel_zone_um,peak_fluence_J_cm2,side_to_core_peak_ratio,pulse_energy_at_sample_uJ
ell0_core3_L150_E10,0,0.2428511254567136,0.0,1.4629596828557154,93.12500041321927,31.075854861776286,2.28949091247446,2.6244
ell1_core3_L150_E10,1,0.2428511254567136,0.8881031475462945,1.3426163292484619,87.20045153802882,11.304177181331132,1.0217718684505595,2.6244
ell3_core3_L150_E10,3,0.2428511254567136,2.156830601203611,1.361438345298669,78.34160190682017,7.117555083687593,0.867117564348707,2.6244
ell5_core3_L150_E10,5,0.2428511254567136,3.4253250054897553,1.5343959132327807,67.41614488657935,5.8305611736651075,0.34077299460511684,2.6244
ell7_core3_L150_E10,7,0.2428511254567136,4.439371225961546,1.6522223305427024,65.64724201176952,4.741591965481058,0.3430281173213043,2.6244
