route_id,best_z_m,best_h6,best_order6_over_order0,best_wall_continuity,best_core_darkness,best_wall_power_fraction,best_sidelobe_fraction,useful_axial_length_m,mean_output_overlap_to_canonical,kr_surface_m_inv
canonical_target,7.5e-05,0.2677952710333231,0.08622916991328579,0.7069444444444445,0.0579773411154747,0.24055385571253857,0.7594461442874614,0.0,1.0,1603333.3333333333
patterned_hwp_continuous,7.5e-05,0.2677952710333231,0.08622916991328579,0.7069444444444445,0.0579773411154747,0.24055385571253857,0.7594461442874614,0.0,1.0,1603333.3333333333
patterned_hwp_six_wedges,0.0001125,0.10500236042468425,0.07028675744959614,0.8423611111111111,0.11000055819749832,0.17916068104004032,0.8208393189599597,0.0,0.9888957262039184,1603333.3333333333
patterned_hwp_mosaic_8,7.5e-05,0.2660808639376989,0.09092850597321177,0.7145833333333333,0.06780222058296204,0.17552376043529275,0.8244762395647073,0.0,0.9998315811157227,1603333.3333333333
serial_slm_ideal,7.5e-05,0.2677952710333231,0.08622916991328579,0.7069444444444445,0.0579773411154747,0.24055385571253857,0.7594461442874614,0.0,1.0,1603333.3333333333
serial_slm_panel_realistic,0.0,0.05028944172521835,0.07770250940542717,0.3861111111111111,0.3952910602092743,0.1207176358970783,0.8792823641029217,0.0,0.765826267004013,1603333.3333333333
