route_id,route_family,complex_overlap,normalized_rms_error,normalized_max_error,stokes_rms_error,angle_rms_rad,power_ratio,model_status
canonical_target,analytic_target,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,optical_prediction
patterned_hwp_continuous,patterned_hwp,1.0000000000000002,1.4533419125682273e-16,2.5074502187177197e-16,3.271411438418648e-16,9.996784719544062e-17,1.0,optical_prediction
patterned_hwp_six_wedges,patterned_hwp,0.9551736513383766,0.299420602703367,0.4957635714251829,0.5856069670015449,0.3020005716815562,1.0,optical_prediction
patterned_hwp_mosaic_8,patterned_hwp,0.9992664345533907,0.03830314469098769,0.06543816564355222,0.07755609854475078,0.037875874874561295,1.0,optical_prediction
serial_slm_ideal,serial_dual_slm,1.0000000000000002,2.9492216177145187e-16,5.582621779033208e-16,6.786808519231653e-16,2.0392887514252567e-16,0.9999999999999996,optical_prediction
serial_slm_panel_realistic,serial_dual_slm,0.0077578473468869315,1.0048106731312791,1.3167734483229683,1.4050772628642199,0.9064012056878651,0.011293343982718586,optical_prediction
