strength,light_cost,capsule_index,teardrop_index,sidewall_straightness,endcap_roundness,top_bottom_asymmetry,mean_diameter_um,feature_length_um,diameter_cv,threshold_J_cm2,threshold_cleared,n_planes_above_threshold,zone_fraction_above_threshold,feature_geometry_capsule_index,effective_pulses
0.0,0.0,0.4022156687873471,0.597784331212653,0.4273695633048167,0.1597472924187725,0.24007220216606512,9.941162109375002,219.37500000000003,0.22312689011353715,0.8029538686943561,True,28,0.45901639344262296,0.4022156687873471,300.0
0.35,0.34234656635337013,0.198225595875128,0.801774404124872,0.23676532732472647,0.0,1.4004000000000003,17.445882161458332,430.625,0.5330569950765116,0.8029538686943561,True,54,0.8852459016393442,0.198225595875128,300.0
0.7,0.28749149746430525,0.27015322659235785,0.7298467734076421,0.30726394391399786,0.0,0.6895910780669147,24.135131835937504,446.875,0.372960844223701,0.8029538686943561,True,56,0.9180327868852459,0.27015322659235785,300.0
1.0,0.49057717637576614,0.13040525881179574,0.8695947411882042,0.15754713781812932,0.0,2.205673758865249,11.807373046875004,398.125,0.8879606011356636,0.8029538686943561,True,46,0.7540983606557377,0.13040525881179574,300.0
1.5,0.8558930987868679,0.20222647075734837,0.7977735292426517,0.1820983195231407,0.0,0.29501525940996964,8.515515557650865,333.125,0.7475553640233503,0.8029538686943561,True,29,0.47540983606557374,0.20222647075734837,300.0
