run_id,engine_version,git_commit,preset,generated_at_utc,source_schema_version,check,pass,value,metric
20260603T202216Z,structured_beam_atlas_v2,,fast,2026-06-03T20:22:28.880227+00:00,2.0.0,sas_z_limit_valid,True,0.09569738456200044,z_over_limit
20260603T202216Z,structured_beam_atlas_v2,,fast,2026-06-03T20:22:28.880227+00:00,2.0.0,sas_output_grid_metadata,True,0.5,output_dx_um
20260603T202216Z,structured_beam_atlas_v2,,fast,2026-06-03T20:22:28.880227+00:00,2.0.0,sas_full_power_conservation,True,0.9999999999930902,full_power_ratio
20260603T202216Z,structured_beam_atlas_v2,,fast,2026-06-03T20:22:28.880227+00:00,2.0.0,sas_retained_window_fraction,True,0.9999999986828663,retained_fraction
20260603T202216Z,structured_beam_atlas_v2,,fast,2026-06-03T20:22:28.880227+00:00,2.0.0,sas_bl_asm_intensity_overlap,True,0.04896325106115569,relative_l2
20260603T202216Z,structured_beam_atlas_v2,,fast,2026-06-03T20:22:28.880227+00:00,2.0.0,sas_invalid_distance_guard,True,1.05,z_over_limit
