knob,sens
scan_speed_mm_s,1.8200852619351788e-17
pulse_energy_in_uJ,-9.935349879109509e-17
write_depth_um,1.0396906360798185e-16
rep_rate_kHz,1.669287125473473e-16
beam_radius_on_slm_mm,-2.3836034696861933e-16
objective_NA,-2.893494942467034e-16
fill_factor,8.852038475029223e-16
slm_phase_bits,-0.0051643975595690615
blaze_period_px,0.014293134821964546
ell,0.027206090022133242
target_core_diameter_um,0.4043451609771721
target_bessel_length_um,0.4290282807449467
