ell,target_core_diameter_um,target_scale_definition,target_equivalent_l0_core_diameter_um,equivalent_l0_first_zero_radius_um,equivalent_l0_first_zero_diameter_um,vortex_main_ring_radius_um,vortex_main_ring_diameter_um,target_bessel_length_um,gamma_slm_deg,magnification_to_sample,objective_map_source,waist_matched_design_magnification_to_sample,kr_sample_m_inv,study_kind,focused_plane,beam_medium_n,ring_radius_um,ring_diameter_um,core_radius_um,core_radius_definition,core_hwhm_radius_um,core_hwhm_diameter_um,core_first_zero_radius_um,core_first_zero_diameter_um,feature_radius_um,feature_diameter_um,ring_width_um,peak_in_plane,peak_onaxis,onaxis_to_peak_ratio,pulse_energy_at_sample_uJ,pulse_energy_at_surface_air_uJ,fluence_pulse_energy_uJ,first_order_selected_fraction,first_order_carrier_lpmm,first_order_configured_filter_radius_lpmm,first_order_effective_filter_radius_lpmm,first_order_recommended_filter_radius_lpmm,first_order_axicon_cone_radius_lpmm,first_order_peak_fx_lpmm,first_order_peak_fy_lpmm,first_order_peak_distance_to_carrier_lpmm,first_order_geometry_valid,propagation_method,output_dx_at_peak_um,output_dx_min_um,output_dx_max_um,sas_retained_power_fraction_min,sas_retained_power_fraction_at_peak,sas_z_limit_min_um,sas_z_over_limit_max,sas_output_magnification_at_peak,sas_bandlimit_retained_fraction_min,bessel_zone_um,zone_start_um,zone_end_um,zone_capped,bessel_region_um,bessel_region_start_um,bessel_region_end_um,bessel_region_capped,feature_power_zone_um,feature_power_zone_start_um,feature_power_zone_end_um,feature_power_zone_capped,radius_stability_zone_um,radius_stability_zone_start_um,radius_stability_zone_end_um,radius_stability_zone_capped,bessel_region_peak_level,bessel_region_power_level,bessel_region_radius_tolerance,ring_or_core_power_fraction_min_in_region,ring_or_core_radius_drift_fraction_max_in_region,ring_or_core_radius_drift_fraction_at_peak,bessel_region_definition,strict_bessel_region_um,strict_bessel_region_start_um,strict_bessel_region_end_um,strict_bessel_region_capped,canonical_zone_um,canonical_zone_start_um,canonical_zone_end_um,canonical_zone_capped,canonical_zone_definition,peak_fluence_J_cm2,core_or_ring_peak_fluence_J_cm2,side_lobe_peak_fluence_J_cm2,side_to_core_peak_ratio,plane_fluence_integral_J,effective_pulses,incubated_threshold_J_cm2,line_proxy_threshold_length_um,line_proxy_threshold_width_um,line_proxy_threshold_area_um2,propagation_power_drift_fraction,propagation_power_label,study,case_id,path,material,write_depth_um,surface_z_um,surface_placement,NA,phase_bits,fill_factor,blaze_period_px,beam_radius_on_slm_mm,hardware_reachable,qa_status,device_grid_label,device_downsample,pupil_N,pupil_dx_um,pupil_window_mm,phase_frequency_lpmm,pupil_nyquist_lpmm,phase_sampling_label,focal_dx_um,focal_kt_nyquist_over_kr,focal_samples_per_radial_period,focal_sampling_label,axial_dz_um,axial_scan_end_um,axial_scan_target_factor,axial_sampling_label,k_medium_m_inv,propagation_power_clipping_note,sas_retained_power_fraction_mean,validity_valid,validity_violations,validity_samples_per_feature,validity_samples_per_radial_period,validity_samples_per_axial_zone,validity_output_dx_um,validity_action,regime,knob,knob_value,energy_at_sample_for_threshold_uJ,fixed_peak_fluence_framing
0,3.0,equivalent_l0_first_zero_diameter,3.0,1.5,3.0,0.0,0.0,150.0,0.5925391693126465,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.019693394982097625,1603333.3333333333,beam_to_surface,surface_in_air,1.0,0.0,0.0,0.738667855345669,ell0_bright_core_hwhm_radius,0.738667855345669,1.477335710691338,1.4998912002260536,2.999782400452107,0.738667855345669,1.477335710691338,1.477335710691338,115.99554910216754,115.9955491021675,0.9999999999999997,2.7337500000000006,2.7337500000000006,2.7337500000000006,1.0,,,,,,,,,True,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,115.93164392490903,23.04142569539299,138.97306962030203,False,103.125,28.326375336226118,131.4513753362261,False,103.125,28.326375336226118,131.4513753362261,False,262.49999999999994,9.576375336226121,272.0763753362261,True,0.5,0.5,0.15,0.5756049555239422,0.003042026650715321,0.0,strict_intersection_peak_power_radius,103.125,28.326375336226118,131.4513753362261,False,115.93164392490903,23.04142569539299,138.97306962030203,False,axial_peak_fwhm,13.818230439469204,13.818230439469204,2.2557660982331265,0.16324565638954394,2.73375e-06,,,0.0,0.0,0.0,0.6759023297949991,fail,ell_family,ell0_fixed_energy,ideal,air,,84.5763753362261,zone_center,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,11.275329522784684,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,6106108.170242552,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,12.0,15.67530637965801,16.000000000000004,0.25,pass,general,ell,0,,energy_needed_for_threshold
1,3.0,equivalent_l0_first_zero_diameter,3.0,1.5,3.0,1.1483474727696423,2.2966949455392847,150.0,0.5925391693126465,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.019693394982097625,1603333.3333333333,beam_to_surface,surface_in_air,1.0,1.130921052631579,2.261842105263158,0.4973128772625445,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.130921052631579,2.261842105263158,1.2900078631127696,40.49970965512394,2.367329802503525,0.0584530067662847,2.7337500000000006,2.7337500000000006,2.7337500000000006,1.0,,,,,,,,,True,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,116.00653842840921,23.31969941733861,139.3262378457478,False,103.12500000000001,28.371630695379743,131.49663069537976,False,103.12500000000001,28.371630695379743,131.49663069537976,False,243.75,9.621630695379746,253.37163069537974,False,0.5,0.5,0.15,0.5786229693026327,0.0,0.0,strict_intersection_peak_power_radius,103.12500000000001,28.371630695379743,131.49663069537976,False,116.00653842840921,23.31969941733861,139.3262378457478,False,axial_peak_fwhm,4.829669914005896,4.829669914005896,1.782716283677055,0.3691176240652041,2.73375e-06,,,0.0,0.0,0.0,0.6821978872728072,fail,ell_family,ell1_fixed_energy,ideal,air,,84.62163069537974,zone_center,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,11.275329522784684,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,6106108.170242552,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,12.0,15.67530637965801,16.000000000000004,0.25,pass,general,ell,1,,energy_needed_for_threshold
2,3.0,equivalent_l0_first_zero_diameter,3.0,1.5,3.0,1.904929477064745,3.80985895412949,150.0,0.5925391693126465,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.019693394982097625,1603333.3333333333,beam_to_surface,surface_in_air,1.0,1.8848684210526316,3.7697368421052633,1.1478240165869154,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,1.8848684210526316,3.7697368421052633,1.4363754241281692,28.152812284350382,0.037064722493315425,0.0013165548833612977,2.7337500000000006,2.7337500000000006,2.7337500000000006,1.0,,,,,,,,,True,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,115.82837452097226,23.53639005835335,139.36476457932562,False,103.12499999999999,28.32116982524851,131.4461698252485,False,103.12499999999999,28.32116982524851,131.4461698252485,False,262.49999999999994,9.571169825248516,272.0711698252485,True,0.5,0.5,0.15,0.5803180627223619,0.0,0.0,strict_intersection_peak_power_radius,103.12499999999999,28.32116982524851,131.4461698252485,False,115.82837452097226,23.53639005835335,139.36476457932562,False,axial_peak_fwhm,3.3639916133932317,3.3639916133932317,1.3500372874437978,0.40132005147362004,2.7337499999999994e-06,,,0.0,0.0,0.0,0.6922971730282523,fail,ell_family,ell2_fixed_energy,ideal,air,,84.5711698252485,zone_center,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,11.275329522784684,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,6106108.170242552,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,12.0,15.67530637965801,16.000000000000004,0.25,pass,general,ell,2,,energy_needed_for_threshold
3,3.0,equivalent_l0_first_zero_diameter,3.0,1.5,3.0,2.6202841629171694,5.240568325834339,150.0,0.5925391693126465,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.019693394982097625,1603333.3333333333,beam_to_surface,surface_in_air,1.0,2.6388157894736843,5.277631578947369,1.7821223877382186,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,2.6388157894736843,5.277631578947369,1.5400518359329014,22.30512846463566,0.010922207647166558,0.0004896724833700689,2.7337500000000006,2.7337500000000006,2.7337500000000006,1.0,,,,,,,,,True,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,116.40626048944806,23.34786092371965,139.75412141316772,False,103.125,28.250121254442615,131.3751212544426,False,103.125,28.250121254442615,131.3751212544426,False,215.62499999999997,18.875121254442615,234.5001212544426,False,0.5,0.5,0.15,0.5786569818603078,0.0,0.0,strict_intersection_peak_power_radius,103.125,28.250121254442615,131.3751212544426,False,116.40626048944806,23.34786092371965,139.75412141316772,False,axial_peak_fwhm,2.6745084199190714,2.6745084199190714,1.1481104985603163,0.4292790742438782,2.7337499999999994e-06,,,0.0,0.0,0.0,0.7063765218019594,fail,ell_family,ell3_fixed_energy,ideal,air,,84.5001212544426,zone_center,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,11.275329522784684,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,6106108.170242552,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,12.0,15.67530637965801,16.000000000000004,0.25,pass,general,ell,3,,energy_needed_for_threshold
5,3.0,equivalent_l0_first_zero_diameter,3.0,1.5,3.0,4.001423934948176,8.002847869896351,150.0,0.5925391693126465,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.019693394982097625,1603333.3333333333,beam_to_surface,surface_in_air,1.0,3.8953947368421056,7.790789473684211,3.0254267701262294,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,3.8953947368421056,7.790789473684211,1.6939129760259781,16.181350210107983,0.01289121578803511,0.0007966712060889932,2.7337500000000006,2.7337500000000006,2.7337500000000006,1.0,,,,,,,,,True,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,118.63903113521751,21.621269555185645,140.26030069040314,False,112.5,27.724504616370115,140.22450461637013,False,112.5,27.724504616370115,140.22450461637013,False,234.37499999999997,18.349504616370115,252.7245046163701,False,0.5,0.5,0.15,0.5002733874786958,0.0645161290322582,0.0,strict_intersection_peak_power_radius,112.5,27.724504616370115,140.22450461637013,False,118.63903113521751,21.621269555185645,140.26030069040314,False,axial_peak_fwhm,1.958987401713748,1.958987401713748,0.892669370775201,0.4556789747572047,2.73375e-06,,,0.0,0.0,0.0,0.740268510633176,fail,ell_family,ell5_fixed_energy,ideal,air,,83.9745046163701,zone_center,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,11.275329522784684,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,6106108.170242552,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,12.0,15.67530637965801,16.000000000000004,0.25,pass,general,ell,5,,energy_needed_for_threshold
8,3.0,equivalent_l0_first_zero_diameter,3.0,1.5,3.0,6.0171029014535655,12.034205802907131,150.0,0.5925391693126465,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.019693394982097625,1603333.3333333333,beam_to_surface,surface_in_air,1.0,5.905921052631579,11.811842105263159,4.807957520810065,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,5.905921052631579,11.811842105263159,1.8680244053021613,11.717151442899823,0.22240688146349202,0.018981309795928488,2.7337500000000006,2.7337500000000006,2.7337500000000006,1.0,,,,,,,,,True,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,123.53456538438527,16.854802742790927,140.3893681271762,False,103.12499999999999,36.014025002273854,139.13902500227385,False,103.12499999999999,36.014025002273854,139.13902500227385,False,243.74999999999994,26.639025002273854,270.3890250022738,True,0.5,0.5,0.15,0.50945998981393,0.08510638297872354,0.0,strict_intersection_peak_power_radius,103.12499999999999,36.014025002273854,139.13902500227385,False,123.53456538438527,16.854802742790927,140.3893681271762,False,axial_peak_fwhm,1.4475600775310082,1.4475600775310082,0.4411220206248524,0.30473486211172685,2.73375e-06,,,0.0,0.0,0.0,0.7988019624401195,fail,ell_family,ell8_fixed_energy,ideal,air,,82.88902500227384,zone_center,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,11.275329522784684,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,6106108.170242552,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,12.0,15.67530637965801,16.000000000000004,0.25,pass,general,ell,8,,energy_needed_for_threshold
10,3.0,equivalent_l0_first_zero_diameter,3.0,1.5,3.0,7.34150312367292,14.68300624734584,150.0,0.5925391693126465,0.008071063517253126,objective_f_eff_over_effective_relay_f,0.019693394982097625,1603333.3333333333,beam_to_surface,surface_in_air,1.0,6.911184210526316,13.822368421052632,5.949071766870154,legacy_vortex_inner_hwhm_radius,,,1.4998912002260536,2.999782400452107,6.911184210526316,13.822368421052632,1.9377514432184673,9.952385139020368,2.116206995040284e-05,2.126331492883309e-06,2.7337500000000006,2.7337500000000006,2.7337500000000006,1.0,,,,,,,,,True,bl_asm,0.25,0.25,0.25,1.0,1.0,,,,,126.82473182790754,13.389964826403956,140.2146966543115,False,103.125,35.069692599230585,138.1946925992306,False,103.125,35.069692599230585,138.1946925992306,False,234.37499999999997,25.69469259923059,260.06969259923056,False,0.5,0.5,0.15,0.510292019961573,0.07272727272727274,0.0,strict_intersection_peak_power_radius,103.125,35.069692599230585,138.1946925992306,False,126.82473182790754,13.389964826403956,140.2146966543115,False,axial_peak_fwhm,1.2511664441962331,1.2511664441962331,0.3840586223071885,0.30696045605180305,2.73375e-06,,,0.0,0.0,0.0,0.8374550911320526,fail,ell_family,ell10_fixed_energy,ideal,air,,81.94469259923058,zone_center,0.45,8,0.93,20,2.0,True,marginal,downsampled,4,512,32.0,16.384,11.275329522784684,15.625,pass,0.25122070312500006,7.799569355087367,15.599138710174733,pass,6.750000000000002,270.0,1.8,pass,6106108.170242552,"Total propagated-power drift; pass<=0.05, marginal<=0.20, fail>0.20. SAS clipping is reported separately by sas_retained_power_fraction_*.",1.0,True,,12.0,15.67530637965801,16.000000000000004,0.25,pass,general,ell,10,,energy_needed_for_threshold
