path,order,order_fidelity,angular_contrast,core_null_depth,localization_fraction,lattice_periodicity_proxy,sixfold_visible,dark_core_pass,localized_pass,exit_total_power_au_m2,propagated_order_fidelity,propagated_angular_contrast,propagated_core_null_depth,total_power_au_m2,k_dot_e_rms,ez_power_fraction,power_drift_rel,tp_abs,ts_abs,fresnel_amplitude_contrast
ideal,6,0.35490579219824264,0.10549521480508427,1.3457548491004215e-30,0.9999999363030445,2.1010655917064568e-22,True,True,True,8.006138409972655e-11,0.07171491271985155,0.4528668424676213,1.8142434790417572e-06,7.653670515331698e-11,2.269945333914233e-17,0.015711705626087206,1.6886926403809169e-16,0.9990573148616655,0.9463972606018695,0.054136503544164175
lab_realistic,6,0.34588947689698274,0.1563025464411261,1.3245941457702986e-30,0.9999999363003708,2.1009637505362837e-22,True,True,True,7.995018454683624e-11,0.10581826465586594,0.47060341669657646,1.981314195533127e-06,7.658190407245731e-11,2.2312683364521535e-17,0.0146021699893184,5.063087903473567e-16,0.9992189893607394,0.9451985706009608,0.055564627549282826
