ell,corrected_rel_l2_to_no_interface,corrected_ring_radius_delta_um,corrected_zone_delta_um,corrected_peak_fluence_delta_pct,corrected_contrast_delta_pct,no_interface_zone_um,uncorrected_zone_um,corrected_zone_um,no_interface_peak_fluence_J_cm2,uncorrected_peak_fluence_J_cm2,corrected_peak_fluence_J_cm2,no_interface_contrast,uncorrected_contrast,corrected_contrast,old_side_to_core_uncorrected,old_side_to_core_corrected
0,3.078111012130596e-16,0.0,7.105427357601002e-15,0.0,0.0,28.37708964713003,91.45215772774147,28.37708964713004,2.1675864904474977,31.245553835768533,2.1675864904474977,81.23021650750773,18.02569420131493,81.23021650750773,2.4049982758373747,3.9997028192620947
3,3.1104982714893365e-16,0.0,1.4210854715202004e-14,0.0,0.0,31.424770914628972,79.56536486433333,31.424770914628986,2.1139671911769042,7.131155771274818,2.1139671911769042,101.7700085543545,93.18207312618951,101.7700085543545,0.8848324867037047,23.967929307513966
