variant,focal_power,relative_power_vs_no_interface,ring_radius_um,core_radius_um,feature_diameter_um,ring_width_um,bessel_zone_um,bessel_region_um,peak_fluence_J_cm2,core_or_ring_peak_fluence_J_cm2,side_to_core_peak_ratio,first_order_selected_fraction,propagation_power_drift_fraction,contrast_kind,ring_or_core_contrast,contrast_floor_used,phase1r_quantitative_status,phase1r_quantitative_valid,phase1r_case_uid,phase1r_evidence_path
no_interface,4.246160570786395e-06,1.0,1.6425622487476603,0.9703991564767701,3.2851244974953207,1.0880522579296825,31.424770914628972,15.000000000000002,2.1139671911769042,0.08819982586122589,23.967929307513966,0.9335116117243349,0.16888951691664078,ring_peak_to_vortex_null,101.7700085543545,0.0003225769677533714,invalid_unconverged,false,HDR-72564b408703,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
uncorrected,4.246160570786394e-06,0.9999999999999998,2.1566088457492327,1.463343940472249,4.3132176914984655,1.3473554080621066,79.56536486433333,37.49999999999999,7.131155771274818,6.870309101596821,0.8848324867037047,0.9335116117243349,0.16888951691664073,ring_peak_to_vortex_null,93.18207312618951,0.00967519846018414,invalid_unconverged,false,HDR-72564b408703,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
corrected,4.246160570786395e-06,1.0,1.6425622487476603,0.9703991564767701,3.2851244974953207,1.0880522579296825,31.424770914628986,15.000000000000002,2.1139671911769042,0.08819982586122589,23.967929307513966,0.9335116117243349,0.16888951691664092,ring_peak_to_vortex_null,101.7700085543545,0.0003225769677533714,invalid_unconverged,false,HDR-72564b408703,outputs/validation/phase1_reconciliation/phase1r_convergence_manifest.json
