candidate_id,use_4f,pre_axicon_overlap_to_required,pre_axicon_overlap_to_raw_nathan,pre_axicon_stokes_rms_to_raw,pre_axicon_alpha_rms_to_raw,pre_axicon_power_ratio_to_raw,first_order_efficiency,z60_full_field_correlation,z60_central_crop_correlation,complex_vector_overlap_to_v0_target_z,angular_profile_correlation_to_v0,dark_core_ratio,c120_minus_c60,ring_island_count,strict_class,passes_true_hexagon_gate,sampled_plane_true_hexagon_fraction,passes,fail_reasons
phase_only_direct,False,0.9999999791251224,0.9999999944329354,0.00014246436793383213,0.00010565483175643215,1.0,nan,0.9999999999197265,0.9999999999200018,0.9999999944416529,0.9999999999639877,0.0009231707196352611,-0.042077524491297424,0,visual_hexagonal_field,True,0.8888888888888888,True,
phase_only_4f,True,0.949288592850533,0.9492785622511802,0.522892899414244,0.5533185933592815,0.9492835579307118,0.9492835579307115,0.9936086067557052,0.9936087610563066,0.9492835912530427,0.9990437827112506,0.0009737603098245392,-0.0506922193262449,0,visual_hexagonal_field,True,0.6666666666666666,True,
