label,sweep_parameter,sweep_value,compensated,h_channel_overlap_to_required,v_channel_overlap_to_required,pre_axicon_overlap_to_required,pre_axicon_stokes_rms,pre_axicon_alpha_rms,pre_axicon_power_ratio,phase_rms_error_rad_h,first_order_efficiency,zero_order_leakage_after_iris,rejected_power_fraction,reference_z_mm,z60_full_field_correlation,z60_central_crop_correlation,xz_map_correlation_to_v0,angular_profile_correlation_to_v0,c60,c120,c120_minus_c60,dark_core_ratio,ring_island_count,strict_class,best_plane_correlation,best_plane_z_mm,passes,failure_mode,correction
hv_shift_um_40.0,hv_shift_um,40.0,False,0.9494866677713865,0.9388356524024921,0.47159015723372183,1.3404111263406868,0.8485616991971734,0.8363063234046741,0.0,0.9517594227752905,0.0,0.048240577224709535,60.0,0.9878114770264924,0.9878114952669445,0.997367037830274,0.9937143312044223,0.8482389781133268,0.827745777525105,-0.020493200588221794,0.0007159440179634573,0,visual_hexagonal_field,0.9905159692274437,72.575,True,none,
hv_shift_um_80.0,hv_shift_um,80.0,False,0.9494866677713865,0.9106920468925395,0.0007045158392536044,1.8800035357412093,1.2867705045501552,0.9192563524287123,0.0,0.9500495246255511,0.0,0.049950475374448855,60.0,0.9885656936319147,0.9885657136725531,0.9954297149879652,0.9929815122856842,0.8554723071681759,0.8285491279110477,-0.02692317925712817,0.0032428664917755904,0,visual_hexagonal_field,0.9917846974867055,72.575,True,none,
hv_shift_um_160.0,hv_shift_um,160.0,False,0.9494866677713865,0.8119677292851455,0.8806041148165056,0.630285002793549,0.5404252705597479,0.8935130712054293,0.0,0.950545507533442,0.0,0.049454492466557975,60.0,0.9753420303634176,0.9753420533197146,0.988561446138025,0.9791779581215964,0.8387480199113697,0.8153333454484304,-0.023414674462939322,0.007852899348555644,0,visual_hexagonal_field,0.9810660084014691,72.575,True,none,
axicon_decentre_mm_0.0,axicon_decentre_mm,0.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9930576985938014,0.9930577175449107,0.9977908316676191,0.9987874219982806,0.860794952698077,0.8319286853993294,-0.02886626729874764,0.0014917067224054794,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
axicon_decentre_mm_0.05,axicon_decentre_mm,0.05,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9895320447543052,0.9895320647836511,0.991518034558677,0.9943397909702028,0.8569909873582193,0.8303646148917846,-0.026626372466434733,0.0037791210041966763,0,visual_hexagonal_field,0.992954910195272,72.575,True,none,
axicon_decentre_mm_0.1,axicon_decentre_mm,0.1,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.979446660367315,0.9794466836416661,0.9744478105459574,0.983044778667153,0.8499856949178566,0.8248127024601866,-0.025172992457670018,0.009247543696143197,0,visual_hexagonal_field,0.9851980537215657,72.575,True,none,
axicon_decentre_mm_0.2,axicon_decentre_mm,0.2,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9421203534776625,0.9421203929429599,0.9137223337339471,0.9455565796914722,0.8296709354251167,0.8093824910675409,-0.02028844435757582,0.03470036485614621,0,visual_hexagonal_field,0.9553557772694642,72.575,True,none,
axicon_decentre_mm_0.5,axicon_decentre_mm,0.5,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.7888065121608409,0.7888068823548964,0.6775281549438948,0.7873099933132679,0.7386735731695909,0.7310929072897755,-0.007580665879815429,0.2801970611737157,0,visual_hexagonal_field,0.8814101078792991,108.81249999999999,False,blurred_hexagon,
axicon_decentre_mm_1.0,axicon_decentre_mm,1.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.7409739958612478,0.7409872320736048,0.4350099211893075,0.8700649284198511,0.6512951977625931,0.6051869795670156,-0.04610821819557753,1.8250871304113347,0,triangular_lobed_field,0.7527842652169634,108.81249999999999,False,triangular_dark_core,
z_offset_mm_-20.0,z_offset_mm,-20.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,36.3375,0.9790537764385079,0.9790549778154877,0.9977908316676191,0.9885859503901258,0.8571514513759553,0.8286812830081781,-0.02847016836777716,0.0027094686124165754,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
z_offset_mm_-10.0,z_offset_mm,-10.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9930576985938014,0.9930577175449107,0.9977908316676191,0.9987874219982806,0.860794952698077,0.8319286853993294,-0.02886626729874764,0.0014917067224054794,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
z_offset_mm_-5.0,z_offset_mm,-5.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9930576985938014,0.9930577175449107,0.9977908316676191,0.9987874219982806,0.860794952698077,0.8319286853993294,-0.02886626729874764,0.0014917067224054794,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
z_offset_mm_-2.0,z_offset_mm,-2.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9930576985938014,0.9930577175449107,0.9977908316676191,0.9987874219982806,0.860794952698077,0.8319286853993294,-0.02886626729874764,0.0014917067224054794,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
z_offset_mm_0.0,z_offset_mm,0.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9930576985938014,0.9930577175449107,0.9977908316676191,0.9987874219982806,0.860794952698077,0.8319286853993294,-0.02886626729874764,0.0014917067224054794,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
z_offset_mm_2.0,z_offset_mm,2.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9930576985938014,0.9930577175449107,0.9977908316676191,0.9987874219982806,0.860794952698077,0.8319286853993294,-0.02886626729874764,0.0014917067224054794,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
z_offset_mm_5.0,z_offset_mm,5.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9930576985938014,0.9930577175449107,0.9977908316676191,0.9987874219982806,0.860794952698077,0.8319286853993294,-0.02886626729874764,0.0014917067224054794,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
z_offset_mm_10.0,z_offset_mm,10.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,72.575,0.9955123490161348,0.9955124050164319,0.9977908316676191,0.9994182095633521,0.8583742088040859,0.8301145434553107,-0.02825966534877522,0.0011205294385216078,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
z_offset_mm_20.0,z_offset_mm,20.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,72.575,0.9955123490161348,0.9955124050164319,0.9977908316676191,0.9994182095633521,0.8583742088040859,0.8301145434553107,-0.02825966534877522,0.0011205294385216078,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
