label,sweep_parameter,sweep_value,compensated,h_channel_overlap_to_required,v_channel_overlap_to_required,pre_axicon_overlap_to_required,pre_axicon_stokes_rms,pre_axicon_alpha_rms,pre_axicon_power_ratio,phase_rms_error_rad_h,first_order_efficiency,zero_order_leakage_after_iris,rejected_power_fraction,reference_z_mm,z60_full_field_correlation,z60_central_crop_correlation,xz_map_correlation_to_v0,angular_profile_correlation_to_v0,c60,c120,c120_minus_c60,dark_core_ratio,ring_island_count,strict_class,best_plane_correlation,best_plane_z_mm,passes,failure_mode,correction
iris_radius_frac_0.48,iris_radius_frac,0.48,False,0.9583711122379557,0.9583704676236354,0.9583707899094941,0.4766775068439867,0.5405126420828561,0.9586145307670596,0.0,0.9583822083274358,0.0,0.041617791672564186,60.0,0.9956264985486453,0.9956265179147036,0.9984522114471336,0.9995209488765481,0.8555908531283865,0.8260454412590742,-0.029545411869312255,0.001308028142126182,0,visual_hexagonal_field,0.9965289062311473,72.575,True,none,
iris_radius_frac_0.6,iris_radius_frac,0.6,False,0.9671673303897196,0.9671667929925699,0.9671670616814886,0.4255932734748209,0.5248226405510237,0.9674141613309873,0.0,0.967179706280627,0.0016441094826386213,0.032820293719373006,60.0,0.9972690443017279,0.9972690661049691,0.9989293252676682,0.9998482307647302,0.8557875433004897,0.8274665382091007,-0.028321005091389018,0.001215774320660801,0,visual_hexagonal_field,0.9972690443017279,60.0,True,none,
iris_radius_frac_0.8,iris_radius_frac,0.8,False,0.9757029392494865,0.9757025169668005,0.9757027281020155,0.3687053078210663,0.5007985978338938,0.9759526991234984,0.0,0.9757161747388364,0.019250301567365905,0.024283825261163572,60.0,0.9983111403189743,0.998311161266108,0.9992666812219714,0.9997952409553961,0.8559249337194537,0.8277019463407436,-0.028222987378710096,0.0011894367931380523,0,visual_hexagonal_field,0.9983111403189743,60.0,True,none,
iris_decentre_fx_lpmm_-1.5,iris_decentre_fx_lpmm,-1.5,False,0.927508983354809,0.9275042289458524,0.9275066060836158,0.5632119306208181,0.6019549484492122,0.9277422336567346,0.0,0.9275173931894273,1.1002488866001546e-05,0.07248260681057273,60.0,0.9880743371411851,0.9880743758049806,0.9949335131415102,0.9943816918144027,0.8543849715199919,0.8257384088178509,-0.028646562702141054,0.004400076517211145,0,visual_hexagonal_field,0.9907820905778838,72.575,True,none,
iris_decentre_fx_lpmm_-1.0,iris_decentre_fx_lpmm,-1.0,False,0.941892753962697,0.9418907706236138,0.9418917622527415,0.5263832685563483,0.5570352965355738,0.9421309220972311,0.0,0.941902594498137,0.0,0.05809740550186304,60.0,0.9917602129720267,0.9917602378012229,0.9962382380730647,0.9973188795756616,0.8540523770782368,0.8237929027554298,-0.030259474322806956,0.0034804723164378196,0,visual_hexagonal_field,0.9935965085975627,72.575,True,none,
iris_decentre_fx_lpmm_-0.5,iris_decentre_fx_lpmm,-0.5,False,0.9479134546006711,0.9479125706610573,0.9479130125903391,0.5168909037394576,0.5438710253838867,0.9481542666079272,0.0,0.9479244792374166,0.0,0.05207552076258337,60.0,0.9925627186834061,0.9925627412661182,0.9971142544453081,0.9990716682699251,0.8576906334450484,0.8282399358248176,-0.02945069762023078,0.0018749021835984393,0,visual_hexagonal_field,0.995006468873544,72.575,True,none,
iris_decentre_fx_lpmm_0.0,iris_decentre_fx_lpmm,0.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9930576985938014,0.9930577175449107,0.9977908316676191,0.9987874219982806,0.860794952698077,0.8319286853993294,-0.02886626729874764,0.0014917067224054794,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
iris_decentre_fx_lpmm_0.5,iris_decentre_fx_lpmm,0.5,False,0.9479133084343391,0.9479126797969883,0.9479129940751759,0.5168910071564998,0.5438707402678613,0.9481542555323768,0.0,0.9479244681645503,0.0,0.05207553183544966,60.0,0.9929269424653767,0.9929269641226357,0.9977079776686999,0.9994236168634284,0.8558493927284266,0.8278484061175309,-0.028000986610895784,0.001399004803741615,0,visual_hexagonal_field,0.9946739148155025,72.575,True,none,
iris_decentre_fx_lpmm_1.0,iris_decentre_fx_lpmm,1.0,False,0.9418915427395367,0.9418919046708084,0.9418917236648836,0.5263834716425247,0.5570351108557025,0.9421308999171796,0.0,0.9419025723234609,0.0,0.05809742767653914,60.0,0.9913640492495481,0.9913640743003724,0.9971064485112265,0.995618903082854,0.8579297924298028,0.8286723994145272,-0.029257393015275635,0.002050984651825834,0,visual_hexagonal_field,0.9935433885277177,72.575,True,none,
iris_decentre_fx_lpmm_1.5,iris_decentre_fx_lpmm,1.5,False,0.9275051084255511,0.9275079811712097,0.9275065447317694,0.5632121900417878,0.6019545656560849,0.9277422016118675,0.0,0.9275173611523262,0.0,0.07248263884767381,60.0,0.9868732703179958,0.9868733053236277,0.9962153864741113,0.990148517415273,0.8507523765021332,0.8209144084681718,-0.029837968033961437,0.0029836763600073267,0,visual_hexagonal_field,0.9899019327359013,72.575,True,none,
hv_shift_um_0.0,hv_shift_um,0.0,False,0.9494866677713865,0.9494859222988109,0.9494862949969127,0.5223437091326746,0.5644584016670706,0.9497280655422174,0.0,0.9494978967579102,0.0,0.05050210324208981,60.0,0.9930576985938014,0.9930577175449107,0.9977908316676191,0.9987874219982806,0.860794952698077,0.8319286853993294,-0.02886626729874764,0.0014917067224054794,0,visual_hexagonal_field,0.9955123490161348,72.575,True,none,
hv_shift_um_8.0,hv_shift_um,8.0,False,0.9494866677713865,0.9489692564613579,0.9254109978215687,0.5982847145665887,0.5766417574018312,0.852667575705278,0.0,0.9513953586701223,0.0,0.04860464132987774,60.0,0.9901598613343926,0.9901598796540907,0.9977489229956136,0.9955329731202625,0.8522362703017746,0.8299942844715861,-0.02224198583018855,0.0009892519900499713,0,visual_hexagonal_field,0.9927172073406118,72.575,True,none,
hv_shift_um_16.0,hv_shift_um,16.0,False,0.9494866677713865,0.9473570858593344,0.8519246770226316,0.7710678194590291,0.6197891241143032,0.8416838289591404,0.0,0.9516381953830605,0.0,0.04836180461693951,60.0,0.9891899750452023,0.9891899932030349,0.997715541536555,0.9946922174070222,0.8502444190073468,0.8290810519953922,-0.021163367011954648,0.0007507433036803739,0,visual_hexagonal_field,0.9917680267509287,72.575,True,none,
